map_name,map_desc,lat,long
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/boka-buka-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Boka Buka",-6.265287,106.782791
Western | steak | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/outback-steakhouse-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Outback Steakhouse",-6.265072222,106.7839972
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/american-grill-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> American Grill",-6.265025,106.7838583
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/american-grill-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> American Grill",-6.265025,106.7838583
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizzaexpress-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PizzaExpress",-6.264819,106.784057
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/noi-pizza-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Noi Pizza",-6.262868,106.777532
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/phd-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.257747222,106.7818972
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sheik-kebab-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sheik Kebab",-6.252666667,106.7818333
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-hut-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.244666667,106.7833333
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/munchies-bistro-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Munchies Bistro",-6.244213,106.783373
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/munchies-bistro-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Munchies Bistro",-6.244213,106.783373
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-e-birra-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza E Birra",-6.244209,106.783329
Western | steak | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tony-roma-s-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tony Roma's",-6.244209,106.783329
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/white-hunter-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> White Hunter",-6.244209,106.783329
Western | western | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tony-roma-s-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tony Roma's",-6.244209,106.783329
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/lahoya-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> LA HOYA Comida Mexicana",-6.241863889,106.7827833
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/basilico-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Basilico",-6.241863889,106.7827833
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/obonk-steak-ribs-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Obonk Steak & Ribs",-6.207827778,106.783425
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/obonk-steak-ribs-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Obonk Steak & Ribs",-6.207827778,106.783425
Western | american | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/harmoni-restaurant-grand-cempaka-cempaka-putih?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Harmoni Restaurant - Grand Cempaka",-6.1735,106.8606667
Western | steak | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/warung-steak-citra-rasa-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Warung Steak Citra Rasa",-6.166153,106.87397
Western | steak | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/australian-steak-gunung-sahari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Australian Steak",-6.162166667,106.8388333
Western | american | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/onyx-best-western-hotel-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Onyx - Best Western Hotel",-6.161,106.8525
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/cheese-chicken-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cheese Chicken",-6.211209,106.737904
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/kampoeng-steak-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kampoeng Steak",-6.207383333,106.7377611
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/bruger-burger-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bruger Burger",-6.196136111,106.7564
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/phd-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.194638889,106.7556694
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pretoria-house-of-ribs-and-steaks-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PRETORIA House of Ribs and Steaks",-6.191166667,106.7533333
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/tgi-fridays-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> TGI Fridays",-6.189044444,106.7383889
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/applebees-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Applebee's",-6.189044444,106.7383889
Western | steak | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/applebees-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Applebee's",-6.189044444,106.7383889
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pizza-hut-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.188538889,106.7340083
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/fiesta-steak-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fiesta Steak",-6.188516667,106.734
Western | pizza | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pizza-e-birra-sports-bar-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza E Birra Sports Bar",-6.188513889,106.7340083
Western | steak | cost-4 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/tony-roma-s-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tony Roma's",-6.188433333,106.737975
Western | western | cost-4 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/tony-roma-s-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tony Roma's",-6.188433333,106.737975
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/blacklisted-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blacklisted",-6.188358333,106.7341083
Western | european | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/le-gaufre-by-disco-coffee-waffles-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Le Gaufre by Disco Coffee & Waffles",-6.188216667,106.7380361
Western | steak | cost-2 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/outback-steakhouse-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Outback Steakhouse",-6.188216667,106.7380361
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/double-doors-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Double Doors",-6.186666667,106.7353333
Western | american | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/burgo-jakarta-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Burgo Jakarta",-6.180336244,106.7283918
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/spaghety-corner-pulogadung?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Spaghety Corner",-6.183166667,106.9158333
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.171705556,106.8983917
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/house-of-pasta-bar-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> House of Pasta Bar",-6.171419444,106.8984611
Western | steak | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/carnivor-barbeque-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Carnivor Barbeque",-6.170494444,106.9000083
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/phd-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.164361111,106.9029528
Western | steak | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/holycow-steakhouse-by-chef-afit-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! STEAKHOUSE by Chef Afit",-6.163863889,106.9032833
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bier-flugel-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bier Flugel",-6.162591667,106.9040667
Western | steak | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/abuba-steak-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Abuba Steak",-6.162314,106.904408
Western | steak | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/gandy-steak-house-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gandy Steak House",-6.158866667,106.9063806
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/pizza-hut-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.1585,106.9071667
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-4-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.157333333,106.9091667
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/kfc-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> KFC",-6.156333333,106.9095
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/olah-burger-bar-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> OLAH Burger Bar",-6.155894,106.908589
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/fiesta-steak-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fiesta Steak",-6.155894,106.908589
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/pizza-marzano-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Marzano",-6.155894,106.908589
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/pizza-hut-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.155894,106.908589
Western | western | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/hi-fries-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hi Fries",-6.155894,106.908589
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/master-churros-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Master Churros",-6.154186175,106.8953913
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/district-bar-resto-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> District Bar & Resto",-6.153323,106.909369
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/fiesta-steak-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fiesta Steak",-6.151369,106.891525
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.151369,106.891525
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/classic-pizza-cone-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Classic Pizza Cone",-6.151369,106.891525
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/pizza-hut-3-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.151369,106.891525
Western | western | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/tong-tji-tea-bar-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tong Tji Tea Bar",-6.151369,106.891525
Western | western | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/kuliner-express-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kuliner Express",-6.151369,106.891525
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/papa-ron-s-pizza-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Papa Ron's Pizza",-6.149827778,106.9030917
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/pizza-hut-4-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.146008333,106.8924639
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/choco-corner-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Choco Corner",-6.145961111,106.8915417
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/choco-corner-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Choco Corner",-6.145961111,106.8915417
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/papa-ron-s-pizza-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Papa Ron's Pizza",-6.145847222,106.8923028
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-3-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.145847222,106.8923028
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/papa-ron-s-pizza-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Papa Ron's Pizza",-6.145847222,106.8923028
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/fiesta-steak-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fiesta Steak",-6.145597222,106.8918306
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/classic-pizza-cone-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Classic Pizza Cone",-6.145452778,106.8922417
Western | american | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/american-grill-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> American Grill",-6.145328,106.891892
Western | steak | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/american-grill-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> American Grill",-6.145328,106.891892
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/home-made-bakery-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Home Made Bakery",-6.144813889,106.8923028
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-1-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.123175,106.9167556
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-1-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.123175,106.9167556
Western | western | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-1-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.123175,106.9167556
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-oven-tanjung-priok?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Oven",-6.122616667,106.9036472
Western | european | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.121619444,106.8992083
Western | pizza | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.121619444,106.8992083
Western | western | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/dapoer-kite-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dapoer Kite",-6.121619444,106.8992083
Western | pizza | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/phd-kramat-jati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.291833333,106.8556667
Western | american | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/texas-chicken-kramat-jati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Texas Chicken",-6.270833333,106.8686667
Western | steak | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/halla-steak-cililitan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Halla Steak",-6.262666667,106.8658333
Western | american | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/cheese-chicken-cililitan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cheese Chicken",-6.262333333,106.8653333
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/holycow-steak-hotel-by-holycow-tkp-kemang-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Holycow! Steak Hotel by Holycow! TKP KEMANG",-6.271641,106.815313
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-hut-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Hut",-6.2685,106.8156667
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/phd-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> PHD",-6.2655,106.8161667
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-barboni-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Barboni",-6.265445,106.815987
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/vin-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> VIN+ Wine & Beyond",-6.265045,106.816171
Western | steak | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/vin-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> VIN+ Wine & Beyond",-6.265045,106.816171
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/huize-van-wely-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Huize Van Wely",-6.264478,106.816501
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/gourmet-kemang-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gourmet Kemang",-6.264274,106.81573
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/prefere-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Prefere",-6.263,106.8236667
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pasta-nagih-mampang-prapatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pasta Nagih",-6.261269,106.812453
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/m-gold-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> M & Gold",-6.260375083,106.8153799
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/carpediem-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> CARPEDIEM",-6.259614,106.815114
Western | european | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/queens-head-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> QUEENS HEAD",-6.259152778,106.815125
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blackburger-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blackburger",-6.258833333,106.815
Western | western | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blackburger-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blackburger",-6.258833333,106.815
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pasta-qusut-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pasta Qusut",-6.257833333,106.8135
Western | pizza | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pizza-marzano-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pizza Marzano",-6.257666667,106.815
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sperta-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sperta - Grand Kemang Hotel",-6.256166667,106.8113333
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sparca-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sparca - Grand Kemang Hotel",-6.256,106.8113333
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/el-asador-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> El Asador",-6.255895,106.81496
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/parc-19-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Parc 19",-6.255666667,106.81
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/die-stube-germany-resto-bar-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Die Stube Germany Resto & Bar",-6.25564,106.808611
Western | american | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kfc-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> KFC",-6.2555,106.8121667
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/stanford-arms-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Stanford Arms - Grand Kemang Hotel",-6.2555,106.8106667
Western | western | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/stanford-arms-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Stanford Arms - Grand Kemang Hotel",-6.2555,106.8106667
Western | european | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/long-iram-resto-cafe-pancoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Long Iram Resto & Cafe - Hotel Cipta",-6.249430556,106.8317722
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kedai-fusion-mampang-prapatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kedai Fusion",-6.240203,106.821992
Western | european | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tania-cafe-mampang-prapatan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tania Cafe",-6.240172,106.821883
